Temperature,RMS,Peak,Health,Efficiency,Status,FaultType
31.13,0.167,0.254,88.7,97.0,HEALTHY,Healthy
34.96,0.282,0.427,81.0,94.9,HEALTHY,Healthy
39.7,0.339,0.528,66.6,88.3,WARNING,Bearing
33.53,0.167,0.257,88.7,97.0,HEALTHY,Healthy
29.99,0.235,0.356,84.2,95.8,HEALTHY,Healthy
33.91,0.249,0.377,83.3,95.5,HEALTHY,Healthy
32.11,0.178,0.271,88.0,96.8,HEALTHY,Healthy
40.41,0.425,0.648,59.4,85.9,WARNING,Bearing
46.96,0.558,0.858,35.9,75.6,CRITICAL,Bearing
31.66,0.193,0.292,87.0,96.5,HEALTHY,Healthy
30.93,0.285,0.43,80.9,94.9,HEALTHY,Healthy
38.38,0.403,0.62,65.3,88.7,WARNING,Bearing
31.14,0.205,0.312,86.2,96.3,HEALTHY,Healthy
29.83,0.244,0.369,83.6,95.6,HEALTHY,Healthy
49.46,0.613,0.942,26.7,71.6,CRITICAL,Bearing
32.02,0.227,0.342,84.8,95.9,HEALTHY,Healthy
40.11,0.322,0.503,66.8,88.1,WARNING,Bearing
52.64,0.709,1.239,10.5,66.1,CRITICAL,Critical
41.04,0.448,0.715,55.9,84.7,WARNING,Misalignment
37.57,0.585,0.864,55.4,86.4,WARNING,Imbalance
33.43,0.254,0.386,82.9,95.4,HEALTHY,Healthy
33.72,0.201,0.305,86.5,96.4,HEALTHY,Healthy
32.84,0.206,0.313,86.1,96.3,HEALTHY,Healthy
32.87,0.245,0.373,83.5,95.6,HEALTHY,Healthy
39.32,0.418,0.649,62.1,87.3,WARNING,Bearing
30.4,0.257,0.388,82.7,95.4,HEALTHY,Healthy
33.91,0.18,0.275,87.9,96.8,HEALTHY,Healthy
32.14,0.181,0.275,87.8,96.7,HEALTHY,Healthy
29.53,0.18,0.273,87.9,96.8,HEALTHY,Healthy
48.26,0.518,0.86,34.6,74.8,CRITICAL,Bearing
52.33,0.698,1.207,12.2,66.6,CRITICAL,Critical
29.9,0.161,0.246,89.1,97.1,HEALTHY,Healthy
40.68,0.378,0.611,61.4,86.4,WARNING,Misalignment
38.96,0.42,0.645,62.9,87.7,WARNING,Bearing
50.38,0.656,1.146,19.3,69.7,CRITICAL,Critical
51.35,0.705,1.183,14.5,67.7,CRITICAL,Critical
34.65,0.245,0.371,83.5,95.6,HEALTHY,Healthy
49.14,0.639,1.04,24.6,71.5,CRITICAL,Bearing
52.12,0.729,1.231,11.0,66.3,CRITICAL,Critical
53.8,0.727,1.25,7.1,64.4,CRITICAL,Critical
28.21,0.278,0.42,81.3,95.0,HEALTHY,Healthy
43.46,0.389,0.622,54.6,82.8,WARNING,Misalignment
43.82,0.432,0.69,50.9,81.6,WARNING,Misalignment
30.33,0.209,0.316,86.0,96.2,HEALTHY,Healthy
43.3,0.416,0.67,53.0,82.5,WARNING,Misalignment
53.05,0.665,1.134,13.3,66.4,CRITICAL,Critical
29.32,0.158,0.245,89.3,97.2,HEALTHY,Healthy
31.37,0.217,0.328,85.4,96.1,HEALTHY,Healthy
43.24,0.412,0.655,53.6,82.7,WARNING,Misalignment
32.69,0.252,0.381,83.1,95.5,HEALTHY,Healthy
34.71,0.202,0.307,86.4,96.4,HEALTHY,Healthy
35.88,0.279,0.424,79.3,93.9,HEALTHY,Healthy
39.18,0.376,0.585,65.2,88.2,WARNING,Bearing
39.22,0.647,0.961,47.5,83.3,WARNING,Imbalance
32.52,0.228,0.345,84.7,95.9,HEALTHY,Healthy
30.46,0.273,0.414,81.6,95.1,HEALTHY,Healthy
30.3,0.227,0.346,84.7,95.9,HEALTHY,Healthy
37.62,0.331,0.532,71.4,90.9,WARNING,Bearing
29.29,0.204,0.312,86.2,96.3,HEALTHY,Healthy
39.9,0.629,0.933,47.3,82.8,WARNING,Imbalance
54.52,0.659,1.15,10.0,64.7,CRITICAL,Critical
28.58,0.276,0.417,81.5,95.0,HEALTHY,Healthy
39.05,0.392,0.603,64.6,88.1,WARNING,Bearing
31.39,0.237,0.36,84.0,95.7,HEALTHY,Healthy
29.49,0.244,0.367,83.6,95.6,HEALTHY,Healthy
29.56,0.278,0.422,81.3,95.0,HEALTHY,Healthy
33.6,0.264,0.397,82.3,95.3,HEALTHY,Healthy
48.37,0.545,0.867,33.2,74.1,CRITICAL,Bearing
35.8,0.178,0.271,86.2,95.8,HEALTHY,Healthy
51.75,0.679,1.207,14.3,67.7,CRITICAL,Critical
35.71,0.188,0.286,85.7,95.8,HEALTHY,Healthy
40.3,0.368,0.579,63.2,87.0,WARNING,Bearing
34.5,0.271,0.409,81.8,95.1,HEALTHY,Healthy
30.9,0.188,0.286,87.3,96.6,HEALTHY,Healthy
34.06,0.188,0.287,87.3,96.6,HEALTHY,Healthy
33.08,0.293,0.444,80.3,94.7,HEALTHY,Healthy
30.38,0.265,0.4,82.2,95.2,HEALTHY,Healthy
28.75,0.232,0.35,84.4,95.8,HEALTHY,Healthy
31.9,0.166,0.252,88.8,97.0,HEALTHY,Healthy
39.14,0.371,0.598,65.3,88.3,WARNING,Misalignment
30.85,0.181,0.276,87.8,96.7,HEALTHY,Healthy
31.0,0.184,0.28,87.6,96.7,HEALTHY,Healthy
43.82,0.38,0.609,54.4,82.6,WARNING,Misalignment
51.32,0.715,1.201,13.9,67.5,CRITICAL,Critical
32.18,0.269,0.407,81.9,95.1,HEALTHY,Healthy
34.51,0.299,0.452,79.9,94.6,HEALTHY,Healthy
37.92,0.615,0.91,52.6,85.4,WARNING,Imbalance
35.42,0.592,0.874,59.7,88.8,WARNING,Imbalance
35.82,0.241,0.363,82.0,94.7,HEALTHY,Healthy
30.37,0.217,0.328,85.4,96.1,HEALTHY,Healthy
36.95,0.559,0.825,58.5,87.6,WARNING,Imbalance
40.26,0.396,0.641,61.0,86.6,WARNING,Misalignment
32.65,0.233,0.354,84.3,95.8,HEALTHY,Healthy
34.44,0.202,0.308,86.4,96.4,HEALTHY,Healthy
39.57,0.527,0.788,54.7,85.0,WARNING,Imbalance
30.48,0.175,0.265,88.2,96.8,HEALTHY,Healthy
41.54,0.401,0.624,58.3,84.9,WARNING,Bearing
33.89,0.278,0.418,81.4,95.0,HEALTHY,Healthy
33.18,0.293,0.442,80.3,94.7,HEALTHY,Healthy
31.4,0.229,0.345,84.6,95.9,HEALTHY,Healthy
52.22,0.715,1.263,10.8,66.5,CRITICAL,Critical
29.04,0.189,0.288,87.2,96.6,HEALTHY,Healthy
37.9,0.406,0.634,66.0,89.2,WARNING,Bearing
33.06,0.184,0.281,87.6,96.7,HEALTHY,Healthy
31.19,0.202,0.306,86.4,96.4,HEALTHY,Healthy
41.27,0.419,0.682,57.2,84.9,WARNING,Misalignment
29.05,0.221,0.334,85.2,96.0,HEALTHY,Healthy
42.36,0.346,0.562,59.8,84.9,WARNING,Misalignment
35.32,0.177,0.269,87.4,96.4,HEALTHY,Healthy
32.0,0.207,0.314,86.1,96.3,HEALTHY,Healthy
29.12,0.232,0.352,84.4,95.8,HEALTHY,Healthy
36.28,0.633,0.938,55.0,87.1,WARNING,Imbalance
30.17,0.232,0.352,84.4,95.8,HEALTHY,Healthy
47.82,0.562,0.868,33.7,74.5,CRITICAL,Bearing
28.16,0.199,0.301,86.6,96.4,HEALTHY,Healthy
32.42,0.253,0.381,83.0,95.4,HEALTHY,Healthy
39.53,0.378,0.605,64.0,87.8,WARNING,Misalignment
32.38,0.206,0.312,86.2,96.3,HEALTHY,Healthy
29.92,0.274,0.415,81.6,95.1,HEALTHY,Healthy
28.7,0.172,0.262,88.4,96.9,HEALTHY,Healthy
30.77,0.265,0.401,82.2,95.2,HEALTHY,Healthy
33.32,0.165,0.251,88.9,97.0,HEALTHY,Healthy
32.75,0.165,0.251,88.9,97.0,HEALTHY,Healthy
37.27,0.646,0.955,52.0,85.6,WARNING,Imbalance
30.9,0.288,0.436,80.6,94.8,HEALTHY,Healthy
33.71,0.233,0.353,84.3,95.8,HEALTHY,Healthy
30.88,0.204,0.311,86.2,96.3,HEALTHY,Healthy
30.67,0.216,0.326,85.5,96.1,HEALTHY,Healthy
34.51,0.183,0.278,87.7,96.7,HEALTHY,Healthy
39.69,0.428,0.681,60.3,86.7,WARNING,Misalignment
32.08,0.226,0.341,84.8,95.9,HEALTHY,Healthy
29.57,0.167,0.255,88.7,97.0,HEALTHY,Healthy
30.93,0.295,0.446,80.2,94.7,HEALTHY,Healthy
32.33,0.303,0.456,79.7,94.6,HEALTHY,Healthy
51.73,0.645,1.146,16.8,68.3,CRITICAL,Critical
36.95,0.557,0.821,58.7,87.6,WARNING,Imbalance
28.0,0.208,0.315,86.0,96.3,HEALTHY,Healthy
32.91,0.258,0.389,82.7,95.4,HEALTHY,Healthy
37.38,0.393,0.607,68.1,90.1,WARNING,Bearing
28.98,0.163,0.249,89.0,97.1,HEALTHY,Healthy
33.82,0.192,0.292,87.1,96.5,HEALTHY,Healthy
40.55,0.343,0.553,64.1,87.2,WARNING,Misalignment
29.09,0.298,0.452,79.9,94.6,HEALTHY,Healthy
32.51,0.221,0.335,85.1,96.0,HEALTHY,Healthy
51.54,0.723,1.215,12.8,67.1,CRITICAL,Critical
29.86,0.228,0.347,84.6,95.9,HEALTHY,Healthy
43.69,0.431,0.686,51.3,81.8,WARNING,Misalignment
31.12,0.178,0.269,88.0,96.8,HEALTHY,Healthy
37.31,0.607,0.898,54.5,86.3,WARNING,Imbalance
38.38,0.665,0.983,48.3,84.0,WARNING,Imbalance
38.81,0.611,0.907,50.8,84.4,WARNING,Imbalance
28.37,0.19,0.291,87.2,96.6,HEALTHY,Healthy
32.71,0.262,0.395,82.4,95.3,HEALTHY,Healthy
33.61,0.157,0.238,89.4,97.2,HEALTHY,Healthy
40.72,0.403,0.65,59.6,85.9,WARNING,Misalignment
29.19,0.225,0.34,84.9,96.0,HEALTHY,Healthy
34.4,0.181,0.275,87.8,96.7,HEALTHY,Healthy
30.64,0.192,0.292,87.1,96.5,HEALTHY,Healthy
47.81,0.809,1.25,17.0,70.1,CRITICAL,Imbalance
36.15,0.65,0.964,54.1,86.9,WARNING,Imbalance
28.1,0.233,0.354,84.3,95.8,HEALTHY,Healthy
33.77,0.2,0.301,86.6,96.4,HEALTHY,Healthy
32.56,0.238,0.359,84.0,95.7,HEALTHY,Healthy
32.31,0.162,0.246,89.1,97.1,HEALTHY,Healthy
29.85,0.288,0.436,80.6,94.8,HEALTHY,Healthy
28.17,0.207,0.314,86.1,96.3,HEALTHY,Healthy
34.45,0.182,0.276,87.8,96.7,HEALTHY,Healthy
30.74,0.184,0.281,87.6,96.7,HEALTHY,Healthy
39.17,0.412,0.636,62.9,87.6,WARNING,Bearing
50.79,0.696,1.197,15.9,68.5,CRITICAL,Critical
39.29,0.329,0.509,68.3,88.9,WARNING,Bearing
36.25,0.604,0.895,57.0,87.6,WARNING,Imbalance
54.75,0.697,1.168,7.6,63.8,CRITICAL,Critical
35.7,0.242,0.365,82.2,94.8,HEALTHY,Healthy
31.85,0.197,0.302,86.7,96.4,HEALTHY,Healthy
52.22,0.687,1.163,13.7,67.0,CRITICAL,Critical
42.12,0.474,0.749,51.9,82.9,WARNING,Misalignment
28.61,0.163,0.249,89.0,97.1,HEALTHY,Healthy
52.63,0.698,1.229,11.2,66.3,CRITICAL,Critical
53.54,0.726,1.224,8.2,64.7,CRITICAL,Critical
28.2,0.251,0.381,83.1,95.5,HEALTHY,Healthy
38.36,0.321,0.502,70.7,90.2,WARNING,Bearing
35.41,0.172,0.262,87.5,96.4,HEALTHY,Healthy
53.27,0.716,1.218,9.3,65.2,CRITICAL,Critical
54.1,0.702,1.182,8.6,64.4,CRITICAL,Critical
28.36,0.155,0.238,89.5,97.2,HEALTHY,Healthy
35.12,0.243,0.367,83.4,95.5,HEALTHY,Healthy
29.38,0.238,0.36,84.0,95.7,HEALTHY,Healthy
32.56,0.291,0.441,80.4,94.8,HEALTHY,Healthy
32.7,0.209,0.316,86.0,96.2,HEALTHY,Healthy
33.82,0.241,0.364,83.8,95.7,HEALTHY,Healthy
31.75,0.197,0.298,86.8,96.5,HEALTHY,Healthy
39.08,0.326,0.506,68.9,89.2,WARNING,Bearing
34.74,0.303,0.458,79.6,94.5,HEALTHY,Healthy
42.53,0.383,0.618,57.0,84.1,WARNING,Misalignment
48.47,0.51,0.809,35.4,74.6,CRITICAL,Misalignment
29.32,0.237,0.359,84.0,95.7,HEALTHY,Healthy
43.54,0.436,0.697,51.2,81.9,WARNING,Misalignment
53.85,0.703,1.182,9.1,64.7,CRITICAL,Critical
53.73,0.717,1.26,7.4,64.6,CRITICAL,Critical
32.75,0.264,0.397,82.3,95.3,HEALTHY,Healthy
30.76,0.22,0.335,85.2,96.0,HEALTHY,Healthy
37.81,0.584,0.866,54.9,86.1,WARNING,Imbalance
39.67,0.41,0.654,61.6,87.0,WARNING,Misalignment
31.95,0.152,0.231,89.7,97.3,HEALTHY,Healthy
29.3,0.223,0.337,85.0,96.0,HEALTHY,Healthy
30.84,0.179,0.274,87.9,96.8,HEALTHY,Healthy
39.13,0.347,0.574,66.7,88.8,WARNING,Misalignment
38.8,0.373,0.573,66.4,88.7,WARNING,Bearing
35.9,0.175,0.266,86.2,95.8,HEALTHY,Healthy
37.28,0.605,0.9,54.6,86.4,WARNING,Imbalance
35.8,0.56,0.833,60.9,89.0,WARNING,Imbalance
39.04,0.603,0.888,51.0,84.3,WARNING,Imbalance
28.5,0.166,0.252,88.8,97.0,HEALTHY,Healthy
28.5,0.158,0.241,89.3,97.1,HEALTHY,Healthy
29.94,0.275,0.415,81.5,95.0,HEALTHY,Healthy
33.08,0.19,0.288,87.2,96.6,HEALTHY,Healthy
38.89,0.383,0.588,65.5,88.4,WARNING,Bearing
28.96,0.239,0.362,83.9,95.7,HEALTHY,Healthy
29.03,0.173,0.266,88.3,96.9,HEALTHY,Healthy
53.61,0.664,1.132,12.1,65.7,CRITICAL,Critical
37.47,0.339,0.522,71.6,90.9,WARNING,Bearing
36.81,0.565,0.838,58.3,87.7,WARNING,Imbalance
34.91,0.257,0.388,82.7,95.4,HEALTHY,Healthy
42.97,0.333,0.543,59.4,84.4,WARNING,Misalignment
32.68,0.281,0.426,81.1,94.9,HEALTHY,Healthy
34.06,0.166,0.254,88.8,97.0,HEALTHY,Healthy
39.93,0.564,0.832,51.6,83.9,WARNING,Imbalance
32.88,0.26,0.392,82.6,95.3,HEALTHY,Healthy
50.88,0.708,1.252,14.2,68.2,CRITICAL,Critical
39.16,0.609,0.906,50.2,84.0,WARNING,Imbalance
28.42,0.294,0.443,80.3,94.7,HEALTHY,Healthy
35.55,0.205,0.312,85.0,95.7,HEALTHY,Healthy
34.56,0.299,0.451,79.9,94.6,HEALTHY,Healthy
32.71,0.242,0.364,83.8,95.6,HEALTHY,Healthy
39.61,0.61,0.9,49.3,83.5,WARNING,Imbalance
36.46,0.61,0.911,56.0,87.3,WARNING,Imbalance
39.18,0.404,0.649,63.0,87.7,WARNING,Misalignment
33.19,0.269,0.407,81.9,95.2,HEALTHY,Healthy
33.73,0.214,0.322,85.7,96.2,HEALTHY,Healthy
32.95,0.201,0.303,86.5,96.4,HEALTHY,Healthy
32.08,0.166,0.253,88.8,97.0,HEALTHY,Healthy
37.35,0.368,0.568,69.9,90.5,WARNING,Bearing
31.76,0.213,0.324,85.6,96.2,HEALTHY,Healthy
40.91,0.322,0.498,65.2,87.1,WARNING,Bearing
35.77,0.254,0.387,81.2,94.5,HEALTHY,Healthy
32.71,0.275,0.415,81.5,95.1,HEALTHY,Healthy
43.52,0.429,0.685,51.8,82.1,WARNING,Misalignment
35.78,0.24,0.363,82.2,94.7,HEALTHY,Healthy
34.34,0.175,0.266,88.2,96.8,HEALTHY,Healthy
35.96,0.226,0.344,82.6,94.8,HEALTHY,Healthy
30.63,0.261,0.393,82.5,95.3,HEALTHY,Healthy
29.36,0.245,0.371,83.5,95.6,HEALTHY,Healthy
30.79,0.267,0.404,82.0,95.2,HEALTHY,Healthy
33.59,0.228,0.346,84.7,95.9,HEALTHY,Healthy
37.89,0.596,0.881,53.9,85.8,WARNING,Imbalance
33.82,0.299,0.453,79.9,94.6,HEALTHY,Healthy
41.3,0.419,0.67,57.3,84.9,WARNING,Misalignment
40.47,0.354,0.573,63.5,87.1,WARNING,Misalignment
40.46,0.331,0.518,65.4,87.5,WARNING,Bearing
38.64,0.618,0.914,50.8,84.5,WARNING,Imbalance
39.18,0.632,0.932,48.7,83.6,WARNING,Imbalance
28.98,0.237,0.359,84.1,95.7,HEALTHY,Healthy
36.33,0.626,0.925,55.4,87.1,WARNING,Imbalance
33.5,0.203,0.307,86.4,96.4,HEALTHY,Healthy
33.42,0.188,0.288,87.3,96.6,HEALTHY,Healthy
50.09,0.65,1.193,19.3,70.2,CRITICAL,Critical
28.46,0.219,0.33,85.3,96.1,HEALTHY,Healthy
32.91,0.167,0.255,88.7,97.0,HEALTHY,Healthy
43.76,0.329,0.542,57.8,83.6,WARNING,Misalignment
33.03,0.279,0.423,81.2,95.0,HEALTHY,Healthy
28.63,0.264,0.398,82.3,95.3,HEALTHY,Healthy
31.45,0.168,0.256,88.7,97.0,HEALTHY,Healthy
40.87,0.417,0.664,58.5,85.5,WARNING,Misalignment
34.41,0.219,0.331,85.3,96.1,HEALTHY,Healthy
30.59,0.267,0.402,82.1,95.2,HEALTHY,Healthy
32.77,0.226,0.342,84.8,95.9,HEALTHY,Healthy
31.85,0.188,0.287,87.3,96.6,HEALTHY,Healthy
35.88,0.233,0.353,82.4,94.8,HEALTHY,Healthy
51.87,0.638,1.096,17.6,68.3,CRITICAL,Critical
39.56,0.553,0.815,53.2,84.6,WARNING,Imbalance
32.29,0.179,0.273,87.9,96.8,HEALTHY,Healthy
32.67,0.258,0.392,82.6,95.4,HEALTHY,Healthy
30.21,0.262,0.396,82.4,95.3,HEALTHY,Healthy
43.0,0.357,0.583,57.6,84.0,WARNING,Misalignment
28.5,0.171,0.259,88.5,96.9,HEALTHY,Healthy
33.62,0.241,0.363,83.8,95.7,HEALTHY,Healthy
31.3,0.289,0.437,80.6,94.8,HEALTHY,Healthy
30.6,0.219,0.332,85.3,96.1,HEALTHY,Healthy
31.21,0.164,0.251,88.9,97.0,HEALTHY,Healthy
48.22,0.541,0.856,33.8,74.4,CRITICAL,Misalignment
28.91,0.235,0.355,84.2,95.8,HEALTHY,Healthy
35.66,0.232,0.351,82.9,95.0,HEALTHY,Healthy
44.13,0.818,1.287,24.0,74.3,CRITICAL,Imbalance
38.84,0.542,0.799,55.5,85.6,WARNING,Imbalance
37.95,0.632,0.937,51.4,85.1,WARNING,Imbalance
28.02,0.221,0.334,85.2,96.0,HEALTHY,Healthy
33.26,0.197,0.298,86.8,96.5,HEALTHY,Healthy
42.34,0.443,0.706,53.4,83.2,WARNING,Misalignment
42.8,0.419,0.668,54.0,83.1,WARNING,Misalignment
41.16,0.434,0.689,56.7,84.8,WARNING,Misalignment
49.17,0.567,0.868,30.5,72.8,CRITICAL,Bearing
41.94,0.337,0.52,61.9,85.6,WARNING,Bearing
28.42,0.227,0.346,84.7,95.9,HEALTHY,Healthy
30.95,0.167,0.257,88.7,97.0,HEALTHY,Healthy
29.05,0.186,0.283,87.5,96.7,HEALTHY,Healthy
34.52,0.196,0.299,86.8,96.5,HEALTHY,Healthy
29.88,0.174,0.265,88.3,96.9,HEALTHY,Healthy
28.87,0.285,0.428,80.9,94.9,HEALTHY,Healthy
41.99,0.408,0.652,56.6,84.3,WARNING,Misalignment
39.86,0.401,0.618,62.1,86.9,WARNING,Bearing
53.33,0.69,1.159,11.2,65.6,CRITICAL,Critical
29.36,0.17,0.26,88.5,96.9,HEALTHY,Healthy
35.68,0.593,0.876,59.0,88.5,WARNING,Imbalance
39.3,0.642,0.95,47.7,83.3,WARNING,Imbalance
41.13,0.32,0.499,64.8,86.9,WARNING,Bearing
43.21,0.425,0.675,52.8,82.5,WARNING,Misalignment
52.84,0.615,1.104,16.3,67.5,CRITICAL,Critical
29.72,0.231,0.351,84.4,95.8,HEALTHY,Healthy
37.79,0.317,0.491,72.3,90.9,WARNING,Bearing
30.18,0.199,0.301,86.6,96.4,HEALTHY,Healthy
30.59,0.271,0.408,81.8,95.1,HEALTHY,Healthy
31.86,0.287,0.432,80.7,94.8,HEALTHY,Healthy
35.03,0.217,0.328,85.4,96.1,HEALTHY,Healthy
29.23,0.239,0.36,84.0,95.7,HEALTHY,Healthy
39.42,0.415,0.64,62.1,87.2,WARNING,Bearing
40.96,0.384,0.588,60.9,85.9,WARNING,Bearing
41.57,0.457,0.738,54.0,83.9,WARNING,Misalignment
29.59,0.174,0.266,88.2,96.9,HEALTHY,Healthy
40.75,0.324,0.5,65.4,87.3,WARNING,Bearing
30.37,0.168,0.259,88.6,97.0,HEALTHY,Healthy
32.33,0.22,0.335,85.2,96.0,HEALTHY,Healthy
32.43,0.199,0.303,86.6,96.4,HEALTHY,Healthy
33.27,0.176,0.268,88.1,96.8,HEALTHY,Healthy
33.9,0.248,0.375,83.3,95.5,HEALTHY,Healthy
38.9,0.582,0.86,52.6,84.8,WARNING,Imbalance
28.32,0.197,0.299,86.8,96.5,HEALTHY,Healthy
30.04,0.173,0.264,88.3,96.9,HEALTHY,Healthy
45.27,0.848,1.334,19.5,72.4,CRITICAL,Imbalance
38.77,0.578,0.866,53.0,85.1,WARNING,Imbalance
41.12,0.329,0.511,64.2,86.7,WARNING,Bearing
30.33,0.255,0.388,82.8,95.4,HEALTHY,Healthy
42.32,0.434,0.692,54.1,83.4,WARNING,Misalignment
29.9,0.229,0.347,84.6,95.9,HEALTHY,Healthy
54.53,0.7,1.182,7.8,64.0,CRITICAL,Critical
51.52,0.648,1.093,18.1,68.5,CRITICAL,Critical
35.16,0.302,0.455,79.4,94.4,HEALTHY,Healthy
39.46,0.355,0.547,66.1,88.2,WARNING,Bearing
32.93,0.248,0.376,83.3,95.5,HEALTHY,Healthy
31.91,0.201,0.306,86.4,96.4,HEALTHY,Healthy
33.95,0.221,0.335,85.1,96.0,HEALTHY,Healthy
33.35,0.195,0.296,86.9,96.5,HEALTHY,Healthy
28.04,0.279,0.42,81.3,95.0,HEALTHY,Healthy
34.43,0.217,0.329,85.4,96.1,HEALTHY,Healthy
39.68,0.402,0.649,62.0,87.2,WARNING,Misalignment
32.98,0.18,0.275,87.9,96.8,HEALTHY,Healthy
39.26,0.352,0.57,66.3,88.5,WARNING,Misalignment
33.23,0.194,0.293,87.0,96.5,HEALTHY,Healthy
43.04,0.403,0.648,54.5,83.1,WARNING,Misalignment
39.61,0.369,0.596,64.4,87.8,WARNING,Misalignment
29.71,0.183,0.279,87.7,96.7,HEALTHY,Healthy
31.0,0.28,0.423,81.2,95.0,HEALTHY,Healthy
34.8,0.261,0.397,82.4,95.3,HEALTHY,Healthy
39.73,0.612,0.919,48.6,83.3,WARNING,Imbalance
34.45,0.19,0.29,87.2,96.6,HEALTHY,Healthy
40.99,0.466,0.736,54.9,84.4,WARNING,Misalignment
43.32,0.372,0.602,56.0,83.3,WARNING,Misalignment
34.0,0.172,0.264,88.4,96.9,HEALTHY,Healthy
40.3,0.426,0.678,59.1,86.0,WARNING,Misalignment
38.84,0.338,0.521,68.7,89.3,WARNING,Bearing
35.24,0.265,0.402,81.6,94.9,HEALTHY,Healthy
37.62,0.411,0.631,66.4,89.5,WARNING,Bearing
46.23,0.632,0.972,32.5,75.2,CRITICAL,Bearing
28.64,0.193,0.293,87.0,96.5,HEALTHY,Healthy
34.09,0.168,0.256,88.7,97.0,HEALTHY,Healthy
34.9,0.176,0.266,88.2,96.8,HEALTHY,Healthy
29.74,0.246,0.373,83.4,95.6,HEALTHY,Healthy
33.92,0.17,0.261,88.5,96.9,HEALTHY,Healthy
31.37,0.184,0.281,87.6,96.7,HEALTHY,Healthy
32.96,0.23,0.35,84.5,95.9,HEALTHY,Healthy
31.81,0.164,0.252,88.9,97.0,HEALTHY,Healthy
41.29,0.388,0.597,59.9,85.5,WARNING,Bearing
32.68,0.25,0.376,83.2,95.5,HEALTHY,Healthy
34.78,0.222,0.335,85.1,96.0,HEALTHY,Healthy
33.07,0.198,0.3,86.7,96.4,HEALTHY,Healthy
39.56,0.327,0.504,67.8,88.6,WARNING,Bearing
32.16,0.236,0.357,84.2,95.8,HEALTHY,Healthy
28.59,0.241,0.365,83.8,95.7,HEALTHY,Healthy
28.72,0.18,0.275,87.9,96.8,HEALTHY,Healthy
39.45,0.574,0.851,51.9,84.3,WARNING,Imbalance
52.25,0.655,1.102,16.0,67.5,CRITICAL,Critical
32.35,0.21,0.32,85.8,96.2,HEALTHY,Healthy
37.93,0.623,0.92,52.1,85.3,WARNING,Imbalance
30.49,0.182,0.275,87.8,96.7,HEALTHY,Healthy
39.81,0.603,0.89,49.3,83.4,WARNING,Imbalance
28.43,0.245,0.37,83.5,95.6,HEALTHY,Healthy
29.06,0.224,0.339,85.0,96.0,HEALTHY,Healthy
39.39,0.423,0.648,61.8,87.1,WARNING,Bearing
28.5,0.156,0.237,89.5,97.2,HEALTHY,Healthy
34.63,0.201,0.304,86.5,96.4,HEALTHY,Healthy
28.54,0.262,0.396,82.4,95.3,HEALTHY,Healthy
34.52,0.173,0.263,88.3,96.9,HEALTHY,Healthy
43.48,0.406,0.648,53.4,82.5,WARNING,Misalignment
28.22,0.211,0.32,85.8,96.2,HEALTHY,Healthy
33.25,0.268,0.406,82.0,95.2,HEALTHY,Healthy
35.07,0.161,0.247,89.0,97.0,HEALTHY,Healthy
33.03,0.307,0.463,79.4,94.5,HEALTHY,Healthy
30.27,0.216,0.329,85.5,96.1,HEALTHY,Healthy
31.31,0.235,0.355,84.2,95.8,HEALTHY,Healthy
32.75,0.188,0.285,87.4,96.6,HEALTHY,Healthy
34.17,0.279,0.423,81.2,95.0,HEALTHY,Healthy
34.18,0.23,0.349,84.5,95.9,HEALTHY,Healthy
30.86,0.239,0.364,83.9,95.7,HEALTHY,Healthy
34.14,0.213,0.323,85.7,96.2,HEALTHY,Healthy
34.94,0.269,0.406,81.9,95.2,HEALTHY,Healthy
28.83,0.27,0.409,81.8,95.1,HEALTHY,Healthy
40.74,0.373,0.601,61.6,86.4,WARNING,Misalignment
33.35,0.281,0.423,81.1,94.9,HEALTHY,Healthy
39.52,0.566,0.835,52.4,84.4,WARNING,Imbalance
29.08,0.266,0.401,82.1,95.2,HEALTHY,Healthy
30.23,0.18,0.274,87.9,96.8,HEALTHY,Healthy
30.04,0.242,0.367,83.7,95.6,HEALTHY,Healthy
52.43,0.68,1.143,13.9,66.8,CRITICAL,Critical
54.05,0.657,1.12,11.7,65.3,CRITICAL,Critical
43.37,0.385,0.616,55.1,83.0,WARNING,Misalignment
38.47,0.574,0.85,54.1,85.5,WARNING,Imbalance
34.18,0.27,0.408,81.9,95.1,HEALTHY,Healthy
30.41,0.2,0.303,86.5,96.4,HEALTHY,Healthy
29.55,0.219,0.333,85.3,96.1,HEALTHY,Healthy
35.54,0.279,0.419,80.1,94.3,HEALTHY,Healthy
54.67,0.662,1.13,9.9,64.5,CRITICAL,Critical
31.61,0.182,0.278,87.7,96.7,HEALTHY,Healthy
30.98,0.176,0.266,88.2,96.8,HEALTHY,Healthy
29.36,0.224,0.341,84.9,96.0,HEALTHY,Healthy
37.56,0.36,0.554,70.0,90.4,WARNING,Bearing
34.36,0.291,0.439,80.5,94.8,HEALTHY,Healthy
46.28,0.819,1.221,20.4,71.7,CRITICAL,Imbalance
30.55,0.283,0.428,81.0,94.9,HEALTHY,Healthy
37.96,0.534,0.785,58.0,86.8,WARNING,Imbalance
39.53,0.435,0.695,60.1,86.7,WARNING,Misalignment
32.37,0.168,0.256,88.7,97.0,HEALTHY,Healthy
54.23,0.669,1.136,10.5,64.9,CRITICAL,Critical
